Date;Workout Name;Exercise Name;Set Order;Weight;Weight Unit;Reps;RPE;Distance;Distance Unit;Seconds;Notes;Workout Notes;Workout Duration
2026-04-06 12:51:55;"Upper body";"Lateral Raise (Dumbbell)";2;7.5;kg;10;;;;0;;;40m
2026-04-06 12:51:55;"Upper body";"Lateral Raise (Dumbbell)";3;7.5;kg;10;;;;0;;;40m
2026-04-08 19:21:53;"Upper body";"Chest Press (Machine)";1;30;kg;10;;;;0;"";"";58m
2026-04-08 19:21:53;"Upper body";"Chest Press (Machine)";2;40;kg;12;;;;0;;;58m
2026-04-08 19:21:53;"Upper body";"Chest Press (Machine)";3;60;kg;10;;;;0;;;58m
2026-04-08 19:21:53;"Upper body";"Chest Press (Machine)";4;65;kg;8;;;;0;;;58m
2026-04-08 19:21:53;"Upper body";"Seated Row (Machine)";1;61;kg;10;;;;0;"";;58m
2026-04-08 19:21:53;"Upper body";"Seated Row (Machine)";2;59;kg;9;;;;0;;;58m
2026-04-08 19:21:53;"Upper body";"Seated Row (Machine)";3;52;kg;8;;;;0;;;58m
2026-04-08 19:21:53;"Upper body";"Pull Up (Assisted)";1;4.5;kg;8;;;;0;"";;58m
2026-04-08 19:21:53;"Upper body";"Pull Up (Assisted)";2;4.5;kg;3;;;;0;;;58m
2026-04-08 19:21:53;"Upper body";"Pull Up (Assisted)";3;14;kg;3;;;;0;;;58m
2026-04-08 19:21:53;"Upper body";"Pull Up (Assisted)";4;14;kg;8;;;;0;;;58m
2026-04-08 19:21:53;"Upper body";"Lateral Raise (Dumbbell)";1;8;kg;10;;;;0;"";;58m
2026-04-08 19:21:53;"Upper body";"Lateral Raise (Dumbbell)";2;8;kg;10;;;;0;;;58m
2026-04-08 19:21:53;"Upper body";"Lateral Raise (Dumbbell)";3;8;kg;10;;;;0;;;58m
2026-04-08 19:21:53;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";1;22.5;kg;10;;;;0;"";;58m
2026-04-08 19:21:53;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";2;22.5;kg;9;;;;0;;;58m
2026-04-08 19:21:53;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";3;20.3;kg;8;;;;0;;;58m
2026-04-08 19:21:53;"Upper body";"Side Plank";1;;;;;;km;30;"";;58m
2026-04-08 19:21:53;"Upper body";"Side Plank";2;;;;;;km;30;;;58m
2026-04-08 19:21:53;"Upper body";"Side Plank";3;;;;;;km;30;;;58m
2026-04-25 11:22:08;"Upper body";"Bench Press (Barbell)";1;50;kg;8;;;;0;"";"";1h 4m
2026-04-25 11:22:08;"Upper body";"Bench Press (Barbell)";2;70;kg;6;;;;0;;;1h 4m
2026-04-25 11:22:08;"Upper body";"Bench Press (Barbell)";3;70;kg;7;;;;0;;;1h 4m
2026-04-25 11:22:08;"Upper body";"Seated Row (Machine)";1;66;kg;5;;;;0;"";;1h 4m
2026-04-25 11:22:08;"Upper body";"Seated Row (Machine)";2;59;kg;3;;;;0;;;1h 4m
2026-04-25 11:22:08;"Upper body";"Seated Row (Machine)";3;59;kg;8;;;;0;;;1h 4m
2026-04-25 11:22:08;"Upper body";"Seated Row (Machine)";4;59;kg;8;;;;0;;;1h 4m
2026-04-25 11:22:08;"Upper body";"Lat Pulldown (Cable)";1;70;kg;10;;;;0;"";;1h 4m
2026-04-25 11:22:08;"Upper body";"Lat Pulldown (Cable)";2;73;kg;8;;;;0;;;1h 4m
2026-04-25 11:22:08;"Upper body";"Lat Pulldown (Cable)";3;73;kg;8;;;;0;;;1h 4m
2026-04-25 11:22:08;"Upper body";"Lateral Raise (Dumbbell)";1;8;kg;10;;;;0;"";;1h 4m
2026-04-25 11:22:08;"Upper body";"Lateral Raise (Dumbbell)";2;8;kg;10;;;;0;;;1h 4m
2026-04-25 11:22:08;"Upper body";"Lateral Raise (Dumbbell)";3;8;kg;10;;;;0;;;1h 4m
2026-04-25 11:22:08;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";1;22.5;kg;10;;;;0;"";;1h 4m
2026-04-25 11:22:08;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";2;22.5;kg;8;;;;0;;;1h 4m
2026-04-25 11:22:08;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";3;222.5;kg;8;;;;0;;;1h 4m
2026-04-25 11:22:08;"Upper body";"Side Plank";1;;;;;;km;30;"";;1h 4m
2026-04-25 11:22:08;"Upper body";"Side Plank";2;;;;;;km;30;;;1h 4m
2026-04-25 11:22:08;"Upper body";"Side Plank";3;;;;;;km;30;;;1h 4m
2026-05-01 09:05:58;"Upper body";"Iso-Lateral Chest Press (Machine)";1;50;kg;10;;;;0;"";"";55m
2026-05-01 09:05:58;"Upper body";"Iso-Lateral Chest Press (Machine)";2;50;kg;9;;;;0;;;55m
2026-05-01 09:05:58;"Upper body";"Iso-Lateral Chest Press (Machine)";3;50;kg;8;;;;0;;;55m
2026-05-01 09:05:58;"Upper body";"Iso-Lateral Chest Press (Machine)";4;30;kg;10;;;;0;;;55m
2026-05-01 09:05:58;"Upper body";"Seated Row (Machine)";1;59;kg;10;;;;0;"";;55m
2026-05-01 09:05:58;"Upper body";"Seated Row (Machine)";2;59;kg;10;;;;0;;;55m
2026-05-01 09:05:58;"Upper body";"Seated Row (Machine)";3;59;kg;9;;;;0;;;55m
2026-05-01 09:05:58;"Upper body";"Lat Pulldown (Cable)";1;73;kg;10;;;;0;"";;55m
2026-05-01 09:05:58;"Upper body";"Lat Pulldown (Cable)";2;73;kg;3;;;;0;;;55m
2026-05-01 09:05:58;"Upper body";"Lat Pulldown (Cable)";3;70;kg;5;;;;0;;;55m
2026-05-01 09:05:58;"Upper body";"Lat Pulldown (Cable)";4;66;kg;2;;;;0;;;55m
2026-05-01 09:05:58;"Upper body";"Lateral Raise (Dumbbell)";1;8;kg;10;;;;0;"";;55m
2026-05-01 09:05:58;"Upper body";"Lateral Raise (Dumbbell)";2;8;kg;10;;;;0;;;55m
2026-05-01 09:05:58;"Upper body";"Lateral Raise (Dumbbell)";3;8;kg;10;;;;0;;;55m
2026-05-01 09:05:58;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";1;22.5;kg;10;;;;0;"";;55m
2026-05-01 09:05:58;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";2;22.5;kg;7;;;;0;;;55m
2026-05-01 09:05:58;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";3;22.5;kg;4;;;;0;;;55m
2026-05-01 09:05:58;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";4;22.5;kg;3;;;;0;;;55m
2026-05-01 09:05:58;"Upper body";"Side Plank";1;;;;;;km;30;"";;55m
2026-05-01 09:05:58;"Upper body";"Side Plank";2;;;;;;km;30;;;55m
2026-05-01 09:05:58;"Upper body";"Side Plank";3;;;;;;km;30;;;55m
2026-05-05 19:29:33;"Upper body";"Iso-Lateral Chest Press (Machine)";1;55;kg;10;;;;0;"";"";1h 6m
2026-05-05 19:29:33;"Upper body";"Iso-Lateral Chest Press (Machine)";2;57.5;kg;8;;;;0;;;1h 6m
2026-05-05 19:29:33;"Upper body";"Iso-Lateral Chest Press (Machine)";3;57.5;kg;7;;;;0;;;1h 6m
2026-05-05 19:29:33;"Upper body";"Iso-Lateral Chest Press (Machine)";4;20;kg;10;;;;0;;;1h 6m
2026-05-05 19:29:33;"Upper body";"Seated Row (Machine)";1;59;kg;10;;;;0;"";;1h 6m
2026-05-05 19:29:33;"Upper body";"Seated Row (Machine)";2;59;kg;10;;;;0;;;1h 6m
2026-05-05 19:29:33;"Upper body";"Seated Row (Machine)";3;59;kg;10;;;;0;;;1h 6m
2026-05-05 19:29:33;"Upper body";"Lat Pulldown (Cable)";1;73;kg;8;;;;0;"";;1h 6m
2026-05-05 19:29:33;"Upper body";"Lat Pulldown (Cable)";2;66;kg;8;;;;0;;;1h 6m
2026-05-05 19:29:33;"Upper body";"Lat Pulldown (Cable)";3;66;kg;8;;;;0;;;1h 6m
2026-05-05 19:29:33;"Upper body";"Lateral Raise (Dumbbell)";1;8;kg;12;;;;0;"";;1h 6m
2026-05-05 19:29:33;"Upper body";"Lateral Raise (Dumbbell)";2;8;kg;11;;;;0;;;1h 6m
2026-05-05 19:29:33;"Upper body";"Lateral Raise (Dumbbell)";3;8;kg;9;;;;0;;;1h 6m
2026-05-05 19:29:33;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";1;22.5;kg;10;;;;0;"";;1h 6m
2026-05-05 19:29:33;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";2;22.5;kg;10;;;;0;;;1h 6m
2026-05-05 19:29:33;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";3;22.5;kg;8;;;;0;;;1h 6m
2026-05-05 19:29:33;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";4;22.5;kg;2;;;;0;;;1h 6m
2026-05-05 19:29:33;"Upper body";"Side Plank";1;;;;;;km;30;"";;1h 6m
2026-05-05 19:29:33;"Upper body";"Side Plank";2;;;;;;km;30;;;1h 6m
2026-05-05 19:29:33;"Upper body";"Side Plank";3;;;;;;km;30;;;1h 6m
2026-05-09 11:44:59;"Upper body";"Iso-Lateral Chest Press (Machine)";1;60;kg;10;;;;0;"";"";1h 9m
2026-05-09 11:44:59;"Upper body";"Iso-Lateral Chest Press (Machine)";2;70;kg;10;;;;0;;;1h 9m
2026-05-09 11:44:59;"Upper body";"Iso-Lateral Chest Press (Machine)";3;70;kg;7;;;;0;;;1h 9m
2026-05-09 11:44:59;"Upper body";"Iso-Lateral Chest Press (Machine)";4;20;kg;10;;;;0;;;1h 9m
2026-05-09 11:44:59;"Upper body";"Seated Row (Machine)";1;59;kg;10;;;;0;"";;1h 9m
2026-05-09 11:44:59;"Upper body";"Seated Row (Machine)";2;59;kg;10;;;;0;;;1h 9m
2026-05-09 11:44:59;"Upper body";"Seated Row (Machine)";3;59;kg;10;;;;0;;;1h 9m
2026-05-09 11:44:59;"Upper body";"Lat Pulldown (Cable)";1;73;kg;10;;;;0;"";;1h 9m
2026-05-09 11:44:59;"Upper body";"Lat Pulldown (Cable)";2;73;kg;5;;;;0;;;1h 9m
2026-05-09 11:44:59;"Upper body";"Lat Pulldown (Cable)";3;66;kg;5;;;;0;;;1h 9m
2026-05-09 11:44:59;"Upper body";"Lat Pulldown (Cable)";4;66;kg;7;;;;0;;;1h 9m
2026-05-09 11:44:59;"Upper body";"Lateral Raise (Dumbbell)";1;9;kg;12;;;;0;"";;1h 9m
2026-05-09 11:44:59;"Upper body";"Lateral Raise (Dumbbell)";2;9;kg;10;;;;0;;;1h 9m
2026-05-09 11:44:59;"Upper body";"Lateral Raise (Dumbbell)";3;9;kg;9;;;;0;;;1h 9m
2026-05-09 11:44:59;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";1;22.5;kg;10;;;;0;"";;1h 9m
2026-05-09 11:44:59;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";2;22.5;kg;10;;;;0;;;1h 9m
2026-05-09 11:44:59;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";3;22.5;kg;5;;;;0;;;1h 9m
2026-05-09 11:44:59;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";4;22.5;kg;3;;;;0;;;1h 9m
2026-05-12 19:12:05;"Upper body";"Iso-Lateral Chest Press (Machine)";1;60;kg;10;;;;0;"";"";1h 6m
2026-05-12 19:12:05;"Upper body";"Iso-Lateral Chest Press (Machine)";2;60;kg;11;;;;0;;;1h 6m
2026-05-12 19:12:05;"Upper body";"Iso-Lateral Chest Press (Machine)";3;62.5;kg;10;;;;0;;;1h 6m
2026-05-12 19:12:05;"Upper body";"Seated Row (Machine)";1;59;kg;10;;;;0;"";;1h 6m
2026-05-12 19:12:05;"Upper body";"Seated Row (Machine)";2;59;kg;10;;;;0;;;1h 6m
2026-05-12 19:12:05;"Upper body";"Seated Row (Machine)";3;59;kg;12;;;;0;;;1h 6m
2026-05-12 19:12:05;"Upper body";"Lat Pulldown (Cable)";1;73;kg;7;;;;0;"";;1h 6m
2026-05-12 19:12:05;"Upper body";"Lat Pulldown (Cable)";2;66;kg;7;;;;0;;;1h 6m
2026-05-12 19:12:05;"Upper body";"Lat Pulldown (Cable)";3;66;kg;10;;;;0;;;1h 6m
2026-05-12 19:12:05;"Upper body";"Lat Pulldown (Cable)";4;66;kg;5;;;;0;;;1h 6m
2026-05-12 19:12:05;"Upper body";"Lateral Raise (Dumbbell)";1;10;kg;10;;;;0;"";;1h 6m
2026-05-12 19:12:05;"Upper body";"Lateral Raise (Dumbbell)";2;10;kg;9;;;;0;;;1h 6m
2026-05-12 19:12:05;"Upper body";"Lateral Raise (Dumbbell)";3;10;kg;7;;;;0;;;1h 6m
2026-05-12 19:12:05;"Upper body";"Lateral Raise (Dumbbell)";4;10;kg;4;;;;0;;;1h 6m
2026-05-12 19:12:05;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";1;22.5;kg;12;;;;0;"";;1h 6m
2026-05-12 19:12:05;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";2;22.5;kg;10;;;;0;;;1h 6m
2026-05-12 19:12:05;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";3;22.5;kg;6;;;;0;;;1h 6m
2026-05-12 19:12:05;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";4;22.5;kg;3;;;;0;;;1h 6m
2026-05-16 10:55:13;"Upper body";"Iso-Lateral Chest Press (Machine)";1;70;kg;10;;;;0;"";"";1h 11m
2026-05-16 10:55:13;"Upper body";"Iso-Lateral Chest Press (Machine)";2;72.5;kg;10;;;;0;;;1h 11m
2026-05-16 10:55:13;"Upper body";"Iso-Lateral Chest Press (Machine)";3;72.5;kg;6;;;;0;;;1h 11m
2026-05-16 10:55:13;"Upper body";"Iso-Lateral Chest Press (Machine)";4;72.5;kg;3;;;;0;;;1h 11m
2026-05-16 10:55:13;"Upper body";"Seated Row (Machine)";1;61;kg;10;;;;0;"";;1h 11m
2026-05-16 10:55:13;"Upper body";"Seated Row (Machine)";2;61;kg;10;;;;0;;;1h 11m
2026-05-16 10:55:13;"Upper body";"Seated Row (Machine)";3;61;kg;10;;;;0;;;1h 11m
2026-05-16 10:55:13;"Upper body";"Lat Pulldown (Cable)";1;73;kg;10;;;;0;"";;1h 11m
2026-05-16 10:55:13;"Upper body";"Lat Pulldown (Cable)";2;75;kg;6;;;;0;;;1h 11m
2026-05-16 10:55:13;"Upper body";"Lat Pulldown (Cable)";3;73;kg;7;;;;0;;;1h 11m
2026-05-16 10:55:13;"Upper body";"Lat Pulldown (Cable)";4;73;kg;3;;;;0;;;1h 11m
2026-05-16 10:55:13;"Upper body";"Lateral Raise (Dumbbell)";1;10;kg;10;;;;0;"";;1h 11m
2026-05-16 10:55:13;"Upper body";"Lateral Raise (Dumbbell)";2;10;kg;9;;;;0;;;1h 11m
2026-05-16 10:55:13;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";1;24.8;kg;10;;;;0;"";;1h 11m
2026-05-16 10:55:13;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";2;24.8;kg;10;;;;0;;;1h 11m
2026-05-16 10:55:13;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";3;24.8;kg;5;;;;0;;;1h 11m
2026-05-16 10:55:13;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";4;24.8;kg;4;;;;0;;;1h 11m
2026-05-20 19:31:09;"Upper body";"Iso-Lateral Chest Press (Machine)";1;70;kg;10;;;;0;"";"";1h 6m
2026-05-20 19:31:09;"Upper body";"Iso-Lateral Chest Press (Machine)";2;75;kg;8;;;;0;;;1h 6m
2026-05-20 19:31:09;"Upper body";"Iso-Lateral Chest Press (Machine)";3;75;kg;5;;;;0;;;1h 6m
2026-05-20 19:31:09;"Upper body";"Iso-Lateral Chest Press (Machine)";4;75;kg;2;;;;0;;;1h 6m
2026-05-20 19:31:09;"Upper body";"Seated Row (Machine)";1;61;kg;11;;;;0;"";;1h 6m
2026-05-20 19:31:09;"Upper body";"Seated Row (Machine)";2;61;kg;11;;;;0;;;1h 6m
2026-05-20 19:31:09;"Upper body";"Seated Row (Machine)";3;61;kg;10;;;;0;;;1h 6m
2026-05-20 19:31:09;"Upper body";"Lat Pulldown (Cable)";1;73;kg;10;;;;0;"";;1h 6m
2026-05-20 19:31:09;"Upper body";"Lat Pulldown (Cable)";2;73;kg;10;;;;0;;;1h 6m
2026-05-20 19:31:09;"Upper body";"Lat Pulldown (Cable)";3;73;kg;10;;;;0;;;1h 6m
2026-05-20 19:31:09;"Upper body";"Lateral Raise (Dumbbell)";1;10;kg;10;;;;0;"";;1h 6m
2026-05-20 19:31:09;"Upper body";"Lateral Raise (Dumbbell)";2;10;kg;10;;;;0;;;1h 6m
2026-05-20 19:31:09;"Upper body";"Lateral Raise (Dumbbell)";3;10;kg;5;;;;0;;;1h 6m
2026-05-20 19:31:09;"Upper body";"Lateral Raise (Dumbbell)";4;10;kg;5;;;;0;;;1h 6m
2026-05-20 19:31:09;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";1;24.8;kg;10;;;;0;"";;1h 6m
2026-05-20 19:31:09;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";2;24.8;kg;10;;;;0;;;1h 6m
2026-05-20 19:31:09;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";3;24.8;kg;4;;;;0;;;1h 6m
2026-05-20 19:31:09;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";4;22.5;kg;3;;;;0;;;1h 6m
2026-05-20 19:31:09;"Upper body";"Side Plank";1;;;;;;km;30;"";;1h 6m
2026-05-20 19:31:09;"Upper body";"Side Plank";2;;;;;;km;30;;;1h 6m
2026-05-20 19:31:09;"Upper body";"Side Plank";3;;;;;;km;30;;;1h 6m
2026-05-22 17:35:18;"Upper body";"Iso-Lateral Chest Press (Machine)";1;75;kg;10;;;;0;"";"";24m
2026-05-22 17:35:18;"Upper body";"Iso-Lateral Chest Press (Machine)";2;75;kg;8;;;;0;;;24m
2026-05-22 17:35:18;"Upper body";"Iso-Lateral Chest Press (Machine)";3;70;kg;6;;;;0;;;24m
2026-05-22 17:35:18;"Upper body";"Seated Row (Machine)";1;61;kg;10;;;;0;"";;24m
2026-05-22 17:35:18;"Upper body";"Seated Row (Machine)";2;61;kg;6;;;;0;;;24m
2026-05-22 17:35:18;"Upper body";"Lat Pulldown (Machine)";1;130;kg;10;;;;0;"";;24m
2026-05-22 17:35:18;"Upper body";"Lat Pulldown (Machine)";2;130;kg;8;;;;0;;;24m
2026-05-22 17:35:18;"Upper body";"Lat Pulldown (Machine)";3;110;kg;10;;;;0;;;24m
2026-05-22 17:35:18;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";1;24.8;kg;10;;;;0;"";;24m
2026-05-22 17:35:18;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";2;24.8;kg;10;;;;0;;;24m
2026-05-22 17:35:18;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";3;24.8;kg;7;;;;0;;;24m
2026-05-26 19:31:31;"Upper body";"Iso-Lateral Chest Press (Machine)";1;70;kg;10;;;;0;"";"";56m
2026-05-26 19:31:31;"Upper body";"Iso-Lateral Chest Press (Machine)";2;75;kg;8;;;;0;;;56m
2026-05-26 19:31:31;"Upper body";"Iso-Lateral Chest Press (Machine)";3;75;kg;8;;;;0;;;56m
2026-05-26 19:31:31;"Upper body";"Seated Row (Machine)";1;61;kg;10;;;;0;"";;56m
2026-05-26 19:31:31;"Upper body";"Seated Row (Machine)";2;61;kg;11;;;;0;;;56m
2026-05-26 19:31:31;"Upper body";"Seated Row (Machine)";3;61;kg;10;;;;0;;;56m
2026-05-26 19:31:31;"Upper body";"Lat Pulldown - Wide Grip (Cable)";1;59;kg;10;;;;0;"";;56m
2026-05-26 19:31:31;"Upper body";"Lat Pulldown - Wide Grip (Cable)";2;59;kg;10;;;;0;;;56m
2026-05-26 19:31:31;"Upper body";"Lat Pulldown - Wide Grip (Cable)";3;59;kg;11;;;;0;;;56m
2026-05-26 19:31:31;"Upper body";"Lateral Raise (Dumbbell)";1;10;kg;10;;;;0;"";;56m
2026-05-26 19:31:31;"Upper body";"Lateral Raise (Dumbbell)";2;10;kg;10;;;;0;;;56m
2026-05-26 19:31:31;"Upper body";"Lateral Raise (Dumbbell)";3;10;kg;5;;;;0;;;56m
2026-05-26 19:31:31;"Upper body";"Lateral Raise (Dumbbell)";4;10;kg;3;;;;0;;;56m
2026-06-06 18:39:56;"Upper body";"Iso-Lateral Chest Press (Machine)";1;75;kg;10;;;;0;"";"";1h 15m
2026-06-06 18:39:56;"Upper body";"Iso-Lateral Chest Press (Machine)";2;80;kg;9;;;;0;;;1h 15m
2026-06-06 18:39:56;"Upper body";"Iso-Lateral Chest Press (Machine)";3;80;kg;6;;;;0;;;1h 15m
2026-06-06 18:39:56;"Upper body";"Iso-Lateral Chest Press (Machine)";4;80;kg;2;;;;0;;;1h 15m
2026-06-06 18:39:56;"Upper body";"seated row matrix";1;30;kg;10;;;;0;"Just weights per side ";;1h 15m
2026-06-06 18:39:56;"Upper body";"seated row matrix";2;35;kg;8;;;;0;;;1h 15m
2026-06-06 18:39:56;"Upper body";"seated row matrix";3;35;kg;8;;;;0;;;1h 15m
2026-06-06 18:39:56;"Upper body";"Lat Pulldown (Cable)";1;73;kg;10;;;;0;"";;1h 15m
2026-06-06 18:39:56;"Upper body";"Lat Pulldown (Cable)";2;73;kg;8;;;;0;;;1h 15m
2026-06-06 18:39:56;"Upper body";"Lat Pulldown (Cable)";3;73;kg;9;;;;0;;;1h 15m
2026-06-06 18:39:56;"Upper body";"Lateral Raise (Dumbbell)";1;10;kg;10;;;;0;"";;1h 15m
2026-06-06 18:39:56;"Upper body";"Lateral Raise (Dumbbell)";2;10;kg;10;;;;0;;;1h 15m
2026-06-06 18:39:56;"Upper body";"Lateral Raise (Dumbbell)";3;10;kg;6;;;;0;;;1h 15m
2026-06-06 18:39:56;"Upper body";"Lateral Raise (Dumbbell)";4;10;kg;4;;;;0;;;1h 15m
2026-06-06 18:39:56;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";1;23;kg;10;;;;0;"";;1h 15m
2026-06-06 18:39:56;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";2;25.3;kg;10;;;;0;;;1h 15m
2026-06-06 18:39:56;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";3;25.3;kg;4;;;;0;;;1h 15m
2026-06-06 18:39:56;"Upper body";"Triceps Pushdown (Cable - Straight Bar)";4;25.3;kg;3;;;;0;;;1h 15m
