Date;Workout Name;Exercise Name;Set Order;Weight;Weight Unit;Reps;RPE;Distance;Distance Unit;Seconds;Notes;Workout Notes;Workout Duration
2025-10-08 15:11:44;"Upper 2";"Triceps Pushdown (Cable - Straight Bar)";2;21;kg;9;;;;0;;;55m
2025-10-08 15:11:44;"Upper 2";"Triceps Pushdown (Cable - Straight Bar)";3;21;kg;5;;;;0;;;55m
2025-10-08 15:11:44;"Upper 2";"Triceps Pushdown (Cable - Straight Bar)";4;19;kg;450;;;;0;;;55m
2025-10-08 15:11:44;"Upper 2";"Shoulder Press (Machine)";1;41;kg;5;;;;0;"";;55m
2025-10-08 15:11:44;"Upper 2";"Shoulder Press (Machine)";2;32;kg;4;;;;0;;;55m
2025-10-08 15:11:44;"Upper 2";"Shoulder Press (Machine)";3;32;kg;8;;;;0;;;55m
2025-10-08 15:11:44;"Upper 2";"Shoulder Press (Machine)";4;32;kg;9;;;;0;;;55m
2025-10-09 15:35:11;"Lower 1";"Squat (Smith Machine)";1;50;kg;10;;;;0;"3rd is back off";"quad focused";1h 40m
2025-10-09 15:35:11;"Lower 1";"Squat (Smith Machine)";2;70;kg;7;;;;0;;;1h 40m
2025-10-09 15:35:11;"Lower 1";"Squat (Smith Machine)";3;70;kg;7;;;;0;;;1h 40m
2025-10-09 15:35:11;"Lower 1";"Seated Leg Curl (Machine)";1;10;kg;13;;;;0;"";;1h 40m
2025-10-09 15:35:11;"Lower 1";"Seated Leg Curl (Machine)";2;59;kg;10;;;;0;;;1h 40m
2025-10-09 15:35:11;"Lower 1";"Seated Leg Curl (Machine)";3;52;kg;10;;;;0;;;1h 40m
2025-10-09 15:35:11;"Lower 1";"Seated Leg Curl (Machine)";4;52;kg;12;;;;0;;;1h 40m
2025-10-09 15:35:11;"Lower 1";"Leg Extension (Machine)";1;59;kg;13;;;;0;"";;1h 40m
2025-10-09 15:35:11;"Lower 1";"Leg Extension (Machine)";2;62;kg;13;;;;0;;;1h 40m
2025-10-09 15:35:11;"Lower 1";"Leg Extension (Machine)";3;62;kg;10;10;;;0;;;1h 40m
2025-10-09 15:35:11;"Lower 1";"Romanian Deadlift (Barbell)";1;70;kg;10;;;;0;"";;1h 40m
2025-10-09 15:35:11;"Lower 1";"Romanian Deadlift (Barbell)";2;90;kg;8;;;;0;;;1h 40m
2025-10-09 15:35:11;"Lower 1";"Romanian Deadlift (Barbell)";3;100;kg;6;;;;0;;;1h 40m
2025-10-10 15:16:23;"Upper 2";"Lat Pulldown (Cable)";1;73;kg;12;;;;0;"";"Back focused";1h 45m
2025-10-10 15:16:23;"Upper 2";"Lat Pulldown (Cable)";2;73;kg;9;;;;0;;;1h 45m
2025-10-10 15:16:23;"Upper 2";"Lat Pulldown (Cable)";3;73;kg;9;;;;0;;;1h 45m
2025-10-10 15:16:23;"Upper 2";"vertical row";1;59;kg;10;;;;0;"";;1h 45m
2025-10-10 15:16:23;"Upper 2";"vertical row";2;59;kg;8;;;;0;;;1h 45m
2025-10-10 15:16:23;"Upper 2";"vertical row";3;59;kg;10;;;;0;;;1h 45m
2025-10-10 15:16:23;"Upper 2";"Face Pull (Cable)";1;18;kg;10;;;;0;"";;1h 45m
2025-10-10 15:16:23;"Upper 2";"Face Pull (Cable)";2;18;kg;11;;;;0;;;1h 45m
2025-10-10 15:16:23;"Upper 2";"Face Pull (Cable)";3;18;kg;12;;;;0;;;1h 45m
2025-10-10 15:16:23;"Upper 2";"Strict Military Press (Barbell)";1;40;kg;8;;;;0;"";;1h 45m
2025-10-10 15:16:23;"Upper 2";"Strict Military Press (Barbell)";2;40;kg;8;;;;0;;;1h 45m
2025-10-10 15:16:23;"Upper 2";"Strict Military Press (Barbell)";3;40;kg;7;;;;0;;;1h 45m
2025-10-10 15:16:23;"Upper 2";"Bench Press (Barbell)";1;50;kg;10;;;;0;"";;1h 45m
2025-10-10 15:16:23;"Upper 2";"Bench Press (Barbell)";2;70;kg;12;;;;0;;;1h 45m
2025-10-10 15:16:23;"Upper 2";"Bench Press (Barbell)";3;80;kg;8;;;;0;;;1h 45m
2025-10-10 15:16:23;"Upper 2";"Bench Press (Barbell)";4;80;kg;7;;;;0;;;1h 45m
2025-10-10 15:16:23;"Upper 2";"Chest Press (Machine)";1;52;kg;8;;;;0;"";;1h 45m
2025-10-10 15:16:23;"Upper 2";"Chest Press (Machine)";2;52;kg;12;;;;0;;;1h 45m
2025-10-10 15:16:23;"Upper 2";"Chest Press (Machine)";3;52;kg;7;;;;0;;;1h 45m
2025-10-10 15:16:23;"Upper 2";"Cycling (Indoor)";1;;;;;4.71;km;619;"";;1h 45m
2025-10-10 15:16:23;"Upper 2";"Hammer Curl (Dumbbell)";1;10;kg;15;;;;0;"";;1h 45m
2025-10-10 15:16:23;"Upper 2";"Hammer Curl (Dumbbell)";2;10;kg;10;;;;0;;;1h 45m
2025-10-10 15:16:23;"Upper 2";"Hammer Curl (Dumbbell)";3;10;kg;11;;;;0;;;1h 45m
2025-10-13 14:06:12;"Upper 1";"Incline Bench Press (Barbell)";1;70;kg;9;;;;0;"";"chest focuses";1h 20m
2025-10-13 14:06:12;"Upper 1";"Incline Bench Press (Barbell)";2;75;kg;6;;;;0;;;1h 20m
2025-10-13 14:06:12;"Upper 1";"Incline Bench Press (Barbell)";3;80;kg;4;;;;0;;;1h 20m
2025-10-13 14:06:12;"Upper 1";"Incline Bench Press (Barbell)";4;50;kg;10;;;;0;;;1h 20m
2025-10-13 14:06:12;"Upper 1";"Pec Deck (Machine)";1;100;kg;13;;;;0;"";;1h 20m
2025-10-13 14:06:12;"Upper 1";"Pec Deck (Machine)";2;100;kg;9;;;;0;;;1h 20m
2025-10-13 14:06:12;"Upper 1";"Pec Deck (Machine)";3;100;kg;9;;;;0;;;1h 20m
2025-10-13 14:06:12;"Upper 1";"Pull Up (Assisted)";1;0;kg;12;;;;0;"";;1h 20m
2025-10-13 14:06:12;"Upper 1";"Pull Up (Assisted)";2;0;kg;8;;;;0;;;1h 20m
2025-10-13 14:06:12;"Upper 1";"Pull Up (Assisted)";3;0;kg;9;;;;0;;;1h 20m
2025-10-13 14:06:12;"Upper 1";"Seated Row (Cable)";1;59;kg;10;;;;0;"";;1h 20m
2025-10-13 14:06:12;"Upper 1";"Seated Row (Cable)";2;59;kg;10;;;;0;;;1h 20m
2025-10-13 14:06:12;"Upper 1";"Seated Row (Cable)";3;59;kg;7;;;;0;;;1h 20m
2025-10-13 14:06:12;"Upper 1";"Triceps Pushdown (Cable - Straight Bar)";1;22.5;kg;11;;;;0;"";;1h 20m
2025-10-13 14:06:12;"Upper 1";"Triceps Pushdown (Cable - Straight Bar)";2;22.5;kg;8;;;;0;;;1h 20m
2025-10-13 14:06:12;"Upper 1";"Triceps Pushdown (Cable - Straight Bar)";3;20.3;kg;8;;;;0;;;1h 20m
2025-10-13 14:06:12;"Upper 1";"Strict Military Press (Barbell)";1;40;kg;10;;;;0;"";;1h 20m
2025-10-13 14:06:12;"Upper 1";"Strict Military Press (Barbell)";2;40;kg;10;;;;0;;;1h 20m
2025-10-13 14:06:12;"Upper 1";"Strict Military Press (Barbell)";3;40;kg;8;;;;0;;;1h 20m
2025-10-14 12:38:38;"Lower 1";"Squat (Barbell)";1;60;kg;10;;;;0;"3rd is back off";"quad focused";1h 40m
2025-10-14 12:38:38;"Lower 1";"Squat (Barbell)";2;70;kg;10;;;;0;;;1h 40m
2025-10-14 12:38:38;"Lower 1";"Squat (Barbell)";3;80;kg;8;;;;0;;;1h 40m
2025-10-14 12:38:38;"Lower 1";"Seated Leg Curl (Machine)";1;32;kg;12;;;;0;"";;1h 40m
2025-10-14 12:38:38;"Lower 1";"Seated Leg Curl (Machine)";2;61;kg;11;;;;0;;;1h 40m
2025-10-14 12:38:38;"Lower 1";"Seated Leg Curl (Machine)";3;63;kg;10;;;;0;;;1h 40m
2025-10-14 12:38:38;"Lower 1";"Seated Leg Curl (Machine)";4;59;kg;9;;;;0;;;1h 40m
2025-10-14 12:38:38;"Lower 1";"Leg Extension (Machine)";1;59;kg;11;;;;0;"";;1h 40m
2025-10-14 12:38:38;"Lower 1";"Leg Extension (Machine)";2;59;kg;12;;;;0;;;1h 40m
2025-10-14 12:38:38;"Lower 1";"Leg Extension (Machine)";3;59;kg;11;;;;0;;;1h 40m
2025-10-14 12:38:38;"Lower 1";"Romanian Deadlift (Barbell)";1;80;kg;10;;;;0;"";;1h 40m
2025-10-14 12:38:38;"Lower 1";"Romanian Deadlift (Barbell)";2;90;kg;7;;;;0;;;1h 40m
2025-10-14 12:38:38;"Lower 1";"Romanian Deadlift (Barbell)";3;100;kg;8;;;;0;;;1h 40m
2025-10-14 12:38:38;"Lower 1";"Calf Press on Leg Press";1;107;kg;14;;;;0;"";;1h 40m
2025-10-14 12:38:38;"Lower 1";"Calf Press on Leg Press";2;113;kg;10;;;;0;;;1h 40m
2025-10-14 12:38:38;"Lower 1";"Calf Press on Leg Press";3;113;kg;12;;;;0;;;1h 40m
2025-10-15 09:57:31;"Upper 2";"Pull Up";1;;;11;;;;0;"";"Back focused";2h 37m
2025-10-15 09:57:31;"Upper 2";"Pull Up";2;;;7;;;;0;;;2h 37m
2025-10-15 09:57:31;"Upper 2";"Pull Up";3;;;8;;;;0;;;2h 37m
2025-10-15 09:57:31;"Upper 2";"vertical row";1;61;kg;11;;;;0;"";;2h 37m
2025-10-15 09:57:31;"Upper 2";"vertical row";2;61;kg;9;;;;0;;;2h 37m
2025-10-15 09:57:31;"Upper 2";"Strict Military Press (Barbell)";1;45;kg;10;;;;0;"";;2h 37m
2025-10-15 09:57:31;"Upper 2";"Strict Military Press (Barbell)";2;45;kg;7;;;;0;;;2h 37m
2025-10-15 09:57:31;"Upper 2";"Strict Military Press (Barbell)";3;45;kg;9;;;;0;;;2h 37m
2025-10-15 09:57:31;"Upper 2";"Bench Press (Barbell)";1;60;kg;10;;;;0;"";;2h 37m
2025-10-15 09:57:31;"Upper 2";"Bench Press (Barbell)";2;70;kg;10;;;;0;;;2h 37m
2025-10-15 09:57:31;"Upper 2";"Bench Press (Barbell)";3;85;kg;4;;;;0;;;2h 37m
2025-10-15 09:57:31;"Upper 2";"Bench Press (Barbell)";4;82.5;kg;6;;;;0;;;2h 37m
2025-10-19 11:26:19;"Lower 1";"Squat (Barbell)";1;40;kg;8;;;;0;"";"";26m
2025-10-19 11:26:19;"Lower 1";"Squat (Barbell)";2;70;kg;6;;;;0;;;26m
2025-10-19 11:26:19;"Lower 1";"Squat (Barbell)";3;80;kg;5;;;;0;;;26m
2025-10-21 16:56:48;"Upper 1";"Incline Bench Press (Barbell)";1;60;kg;8;;;;0;"";"";1h 25m
2025-10-21 16:56:48;"Upper 1";"Incline Bench Press (Barbell)";2;70;kg;5;;;;0;;;1h 25m
2025-10-21 16:56:48;"Upper 1";"Incline Bench Press (Barbell)";3;75;kg;5;;;;0;;;1h 25m
2025-10-21 16:56:48;"Upper 1";"Incline Bench Press (Barbell)";4;80;kg;5;;;;0;;;1h 25m
2025-10-21 16:56:48;"Upper 1";"Incline Bench Press (Barbell)";5;82.5;kg;4;;;;0;;;1h 25m
2025-10-21 16:56:48;"Upper 1";"Incline Bench Press (Barbell)";6;82.5;kg;2;10;;;0;;;1h 25m
2025-10-21 16:56:48;"Upper 1";"Pull Up";1;10;kg;10;;;;0;"";;1h 25m
2025-10-21 16:56:48;"Upper 1";"Pull Up";2;10;kg;6;;;;0;;;1h 25m
2025-10-21 16:56:48;"Upper 1";"Pull Up";3;10;kg;5;;;;0;;;1h 25m
2025-10-21 16:56:48;"Upper 1";"Pull Up";4;10;kg;5;;;;0;;;1h 25m
2025-10-21 16:56:48;"Upper 1";"Overhead Press (Barbell)";1;47.5;kg;8;;;;0;"";;1h 25m
2025-10-21 16:56:48;"Upper 1";"Overhead Press (Barbell)";2;47.5;kg;7;;;;0;;;1h 25m
2025-10-21 16:56:48;"Upper 1";"Overhead Press (Barbell)";3;47.5;kg;6;;;;0;;;1h 25m
2025-10-21 16:56:48;"Upper 1";"vertical row";1;63;kg;9;;;;0;"";;1h 25m
2025-10-21 16:56:48;"Upper 1";"vertical row";2;63;kg;9;;;;0;;;1h 25m
2025-10-21 16:56:48;"Upper 1";"vertical row";3;63;kg;10;;;;0;;;1h 25m
2025-10-21 16:56:48;"Upper 1";"Face Pull (Cable)";1;15.8;kg;20;;;;0;"";;1h 25m
2025-10-21 16:56:48;"Upper 1";"Face Pull (Cable)";2;15.8;kg;16;;;;0;;;1h 25m
2025-10-21 16:56:48;"Upper 1";"Face Pull (Cable)";3;15.8;kg;16;;;;0;;;1h 25m
2025-10-26 11:36:10;"Morning Workout";"Incline Bench Press (Barbell)";1;50;kg;8;;;;0;"";"";1h 16m
2025-10-26 11:36:10;"Morning Workout";"Incline Bench Press (Barbell)";2;70;kg;8;;;;0;;;1h 16m
2025-10-26 11:36:10;"Morning Workout";"Incline Bench Press (Barbell)";3;75;kg;6;;;;0;;;1h 16m
2025-10-26 11:36:10;"Morning Workout";"Incline Bench Press (Barbell)";4;75;kg;5;;;;0;;;1h 16m
2025-10-26 11:36:10;"Morning Workout";"Incline Bench Press (Barbell)";5;75;kg;6;;;;0;;;1h 16m
2025-10-26 11:36:10;"Morning Workout";"Seated Row (Cable)";1;66;kg;10;;;;0;"";;1h 16m
2025-10-26 11:36:10;"Morning Workout";"Seated Row (Cable)";2;66;kg;10;;;;0;;;1h 16m
2025-10-26 11:36:10;"Morning Workout";"Seated Row (Cable)";3;66;kg;10;;;;0;;;1h 16m
2025-10-26 11:36:10;"Morning Workout";"Seated Row (Cable)";4;59;kg;10;;;;0;;;1h 16m
2025-10-26 11:36:10;"Morning Workout";"Lateral Raise (Dumbbell)";1;10;kg;10;;;;0;"";;1h 16m
2025-10-26 11:36:10;"Morning Workout";"Lateral Raise (Dumbbell)";2;7.5;kg;10;;;;0;;;1h 16m
2025-10-26 11:36:10;"Morning Workout";"Lateral Raise (Dumbbell)";3;7.5;kg;10;;;;0;;;1h 16m
2025-10-26 11:36:10;"Morning Workout";"Lateral Raise (Dumbbell)";4;7.5;kg;10;;;;0;;;1h 16m
2025-10-26 11:36:10;"Morning Workout";"Preacher Curl (Barbell)";1;25;kg;10;;;;0;"With 10kg bar included";;1h 16m
2025-10-26 11:36:10;"Morning Workout";"Preacher Curl (Barbell)";2;25;kg;10;;;;0;;;1h 16m
2025-10-26 11:36:10;"Morning Workout";"Preacher Curl (Barbell)";3;25;kg;8;;;;0;;;1h 16m
2025-10-26 11:36:10;"Morning Workout";"Triceps Pushdown (Cable - Straight Bar)";1;22.5;kg;12;;;;0;"";;1h 16m
2025-10-26 11:36:10;"Morning Workout";"Triceps Pushdown (Cable - Straight Bar)";2;22.5;kg;12;;;;0;;;1h 16m
2025-10-26 11:36:10;"Morning Workout";"Triceps Pushdown (Cable - Straight Bar)";3;22.5;kg;12;;;;0;;;1h 16m
2025-10-26 11:36:10;"Morning Workout";"Reverse Fly (Machine)";1;39;kg;10;;;;0;"";;1h 16m
2025-10-26 11:36:10;"Morning Workout";"Reverse Fly (Machine)";2;32;kg;12;;;;0;;;1h 16m
2025-10-26 11:36:10;"Morning Workout";"Reverse Fly (Machine)";3;32;kg;12;;;;0;;;1h 16m
2025-11-04 16:34:38;"Lower 1";"Squat (Barbell)";1;60;kg;10;;;;0;"";"";1h 36m
2025-11-04 16:34:38;"Lower 1";"Squat (Barbell)";2;70;kg;10;;;;0;;;1h 36m
2025-11-04 16:34:38;"Lower 1";"Squat (Barbell)";3;75;kg;7;;;;0;;;1h 36m
2025-11-04 16:34:38;"Lower 1";"Squat (Barbell)";4;80;kg;5;;;;0;;;1h 36m
2025-11-04 16:34:38;"Lower 1";"Squat (Barbell)";5;80;kg;7;;;;0;;;1h 36m
2025-11-04 16:34:38;"Lower 1";"Squat (Barbell)";6;10;kg;30;;;;0;;;1h 36m
2025-11-04 16:34:38;"Lower 1";"Romanian Deadlift (Barbell)";1;50;kg;10;;;;0;"";;1h 36m
2025-11-04 16:34:38;"Lower 1";"Romanian Deadlift (Barbell)";2;70;kg;10;;;;0;;;1h 36m
2025-11-04 16:34:38;"Lower 1";"Romanian Deadlift (Barbell)";3;90;kg;7;;;;0;;;1h 36m
2025-11-04 16:34:38;"Lower 1";"Romanian Deadlift (Barbell)";4;80;kg;7;;;;0;;;1h 36m
2025-11-04 16:34:38;"Lower 1";"Seated Leg Curl (Machine)";1;39;kg;10;;;;0;"";;1h 36m
2025-11-04 16:34:38;"Lower 1";"Seated Leg Curl (Machine)";2;39;kg;15;;;;0;;;1h 36m
2025-11-04 16:34:38;"Lower 1";"Seated Leg Curl (Machine)";3;45;kg;10;;;;0;;;1h 36m
2025-11-07 12:29:28;"Upper 2";"Bench Press (Barbell)";1;60;kg;8;;;;0;"";"";1h 15m
2025-11-07 12:29:28;"Upper 2";"Bench Press (Barbell)";2;70;kg;7;;;;0;;;1h 15m
2025-11-07 12:29:28;"Upper 2";"Bench Press (Barbell)";3;75;kg;6;;;;0;;;1h 15m
2025-11-07 12:29:28;"Upper 2";"Bench Press (Barbell)";4;80;kg;6;;;;0;;;1h 15m
2025-11-07 12:29:28;"Upper 2";"Bench Press (Barbell)";5;85;kg;5;;;;0;;;1h 15m
2025-11-07 12:29:28;"Upper 2";"Bench Press (Barbell)";6;85;kg;4;;;;0;;;1h 15m
2025-11-07 12:29:28;"Upper 2";"vertical row";1;63;kg;10;;;;0;"";;1h 15m
2025-11-07 12:29:28;"Upper 2";"vertical row";2;63;kg;10;;;;0;;;1h 15m
2025-11-07 12:29:28;"Upper 2";"vertical row";3;63;kg;10;;;;0;;;1h 15m
2025-11-07 12:29:28;"Upper 2";"vertical row";4;63;kg;8;;;;0;;;1h 15m
2025-11-07 12:29:28;"Upper 2";"Lateral Raise (Dumbbell)";1;10;kg;10;;;;0;"";;1h 15m
2025-11-07 12:29:28;"Upper 2";"Lateral Raise (Dumbbell)";2;10;kg;9;;;;0;;;1h 15m
2025-11-07 12:29:28;"Upper 2";"Lateral Raise (Dumbbell)";3;10;kg;10;;;;0;;;1h 15m
2025-11-07 12:29:28;"Upper 2";"Pull Up";1;15;kg;6;;;;0;"";;1h 15m
2025-11-07 12:29:28;"Upper 2";"Pull Up";2;15;kg;4;;;;0;;;1h 15m
2025-11-07 12:29:28;"Upper 2";"Pull Up";3;10;kg;6;;;;0;;;1h 15m
2025-11-13 08:13:10;"Morning Workout";"Squat (Barbell)";1;50;kg;10;;;;0;"";"";1h 17m
2025-11-13 08:13:10;"Morning Workout";"Squat (Barbell)";2;60;kg;10;;;;0;;;1h 17m
2025-11-13 08:13:10;"Morning Workout";"Squat (Barbell)";3;60;kg;8;;;;0;;;1h 17m
2025-11-13 08:13:10;"Morning Workout";"Squat (Barbell)";4;60;kg;3;;;;0;;;1h 17m
2025-11-13 08:13:10;"Morning Workout";"Romanian Deadlift (Barbell)";1;60;kg;10;;;;0;"";;1h 17m
2025-11-13 08:13:10;"Morning Workout";"Romanian Deadlift (Barbell)";2;70;kg;10;;;;0;;;1h 17m
2025-11-13 08:13:10;"Morning Workout";"Romanian Deadlift (Barbell)";3;70;kg;10;;;;0;;;1h 17m
2025-11-13 08:13:10;"Morning Workout";"Bench Press (Barbell)";1;60;kg;10;;;;0;"";;1h 17m
2025-11-13 08:13:10;"Morning Workout";"Bench Press (Barbell)";2;80;kg;6;;;;0;;;1h 17m
2025-11-13 08:13:10;"Morning Workout";"Bench Press (Barbell)";3;80;kg;9;;;;0;;;1h 17m
2025-11-13 08:13:10;"Morning Workout";"Pull Up";1;10;kg;9;;;;0;"";;1h 17m
2025-11-13 08:13:10;"Morning Workout";"Pull Up";2;10;kg;8;;;;0;;;1h 17m
2025-11-13 08:13:10;"Morning Workout";"Pull Up";3;10;kg;5;;;;0;;;1h 17m
2025-11-13 08:13:10;"Morning Workout";"Pull Up";4;10;kg;3;;;;0;;;1h 17m
2025-11-13 08:13:10;"Morning Workout";"Lateral Raise (Dumbbell)";1;7.5;kg;15;;;;0;"";;1h 17m
2025-11-13 08:13:10;"Morning Workout";"Lateral Raise (Dumbbell)";2;7.5;kg;13;;;;0;;;1h 17m
2025-11-13 08:13:10;"Morning Workout";"Lateral Raise (Dumbbell)";3;7.5;kg;13;;;;0;;;1h 17m
2026-01-06 18:26:26;"Evening Workout";"Seated Leg Curl (Machine)";1;25;kg;10;;;;0;"";"";38m
2026-01-06 18:26:26;"Evening Workout";"Seated Leg Curl (Machine)";2;39;kg;10;;;;0;;;38m
2026-01-06 18:26:26;"Evening Workout";"Seated Leg Curl (Machine)";3;45;kg;10;;;;0;;;38m
2026-01-06 18:26:26;"Evening Workout";"Seated Leg Curl (Machine)";4;52;kg;10;;;;0;;;38m
2026-01-06 18:26:26;"Evening Workout";"Leg Extension (Machine)";1;59;kg;10;;;;0;"";;38m
2026-01-06 18:26:26;"Evening Workout";"Leg Extension (Machine)";2;59;kg;10;;;;0;;;38m
2026-01-06 18:26:26;"Evening Workout";"Leg Extension (Machine)";3;59;kg;11;;;;0;;;38m
2026-01-06 18:26:26;"Evening Workout";"Hip Abductor (Machine)";1;70;kg;10;;;;0;"";;38m
2026-01-06 18:26:26;"Evening Workout";"Hip Abductor (Machine)";2;70;kg;10;;;;0;;;38m
2026-01-06 18:26:26;"Evening Workout";"Hip Abductor (Machine)";3;70;kg;10;;;;0;;;38m
2026-01-06 18:26:26;"Evening Workout";"Hip Adductor (Machine)";1;57;kg;10;;;;0;"";;38m
2026-01-06 18:26:26;"Evening Workout";"Hip Adductor (Machine)";2;57;kg;10;;;;0;;;38m
2026-01-06 18:26:26;"Evening Workout";"Hip Adductor (Machine)";3;52.5;kg;10;;;;0;;;38m
2026-01-06 18:26:26;"Evening Workout";"Seated Calf Raise (Machine)";1;118;kg;13;;;;0;"";;38m
2026-01-06 18:26:26;"Evening Workout";"Seated Calf Raise (Machine)";2;118;kg;10;;;;0;;;38m
2026-01-06 18:26:26;"Evening Workout";"Seated Calf Raise (Machine)";3;118;kg;13;;;;0;;;38m
2026-02-07 12:44:12;"Legs back issues";"Cycling (Indoor)";1;;;;;;km;300;"";"";1h 1m
2026-02-07 12:44:12;"Legs back issues";"Lying Leg Curl (Machine)";1;34;kg;10;;;;0;"";;1h 1m
2026-02-07 12:44:12;"Legs back issues";"Lying Leg Curl (Machine)";2;43;kg;12;;;;0;;;1h 1m
2026-02-07 12:44:12;"Legs back issues";"Lying Leg Curl (Machine)";3;43;kg;12;;;;0;;;1h 1m
2026-02-07 12:44:12;"Legs back issues";"Hip Abductor (Machine)";1;75;kg;15;;;;0;"";;1h 1m
2026-02-07 12:44:12;"Legs back issues";"Hip Abductor (Machine)";2;75;kg;13;;;;0;;;1h 1m
2026-02-07 12:44:12;"Legs back issues";"Hip Abductor (Machine)";3;75;kg;12;;;;0;;;1h 1m
2026-02-07 12:44:12;"Legs back issues";"Hip Adductor (Machine)";1;36;kg;16;;;;0;"";;1h 1m
2026-02-07 12:44:12;"Legs back issues";"Hip Adductor (Machine)";2;43;kg;15;;;;0;;;1h 1m
2026-02-07 12:44:12;"Legs back issues";"Hip Adductor (Machine)";3;43;kg;14;;;;0;;;1h 1m
2026-02-07 12:44:12;"Legs back issues";"Seated Calf Raise (Machine)";1;118;kg;13;;;;0;"";;1h 1m
2026-02-07 12:44:12;"Legs back issues";"Seated Calf Raise (Machine)";2;120;kg;12;;;;0;;;1h 1m
2026-02-07 12:44:12;"Legs back issues";"Seated Calf Raise (Machine)";3;120;kg;12;;;;0;;;1h 1m
2026-02-07 12:44:12;"Legs back issues";"Leg Extension (Machine)";1;59;kg;10;;;;0;"";;1h 1m
2026-02-07 12:44:12;"Legs back issues";"Leg Extension (Machine)";2;59;kg;10;;;;0;;;1h 1m
2026-02-07 12:44:12;"Legs back issues";"Leg Extension (Machine)";3;59;kg;13;;;;0;;;1h 1m
2026-02-10 16:51:06;"Afternoon Workout";"Chest Press (Machine)";1;40;kg;10;;;;0;"";"";1h 4m
2026-02-10 16:51:06;"Afternoon Workout";"Chest Press (Machine)";2;50;kg;10;;;;0;;;1h 4m
2026-02-10 16:51:06;"Afternoon Workout";"Chest Press (Machine)";3;60;kg;9;;;;0;;;1h 4m
2026-02-10 16:51:06;"Afternoon Workout";"Chest Press (Machine)";4;60;kg;8;;;;0;;;1h 4m
2026-02-10 16:51:06;"Afternoon Workout";"Seated Row (Machine)";1;59;kg;11;;;;0;"";;1h 4m
2026-02-10 16:51:06;"Afternoon Workout";"Seated Row (Machine)";2;59;kg;8;;;;0;;;1h 4m
2026-02-10 16:51:06;"Afternoon Workout";"Seated Row (Machine)";3;52;kg;9;;;;0;;;1h 4m
2026-02-10 16:51:06;"Afternoon Workout";"Lat Pulldown (Cable)";1;73;kg;9;;;;0;"";;1h 4m
2026-02-10 16:51:06;"Afternoon Workout";"Lat Pulldown (Cable)";2;68;kg;7;;;;0;;;1h 4m
2026-02-10 16:51:06;"Afternoon Workout";"Lat Pulldown (Cable)";3;59;kg;8;;;;0;;;1h 4m
2026-02-10 16:51:06;"Afternoon Workout";"Lateral Raise (Dumbbell)";1;8;kg;10;;;;0;"";;1h 4m
2026-02-10 16:51:06;"Afternoon Workout";"Lateral Raise (Dumbbell)";2;8;kg;10;;;;0;;;1h 4m
2026-02-10 16:51:06;"Afternoon Workout";"Lateral Raise (Dumbbell)";3;8;kg;9;;;;0;;;1h 4m
2026-02-10 16:51:06;"Afternoon Workout";"Triceps Pushdown (Cable - Straight Bar)";1;22.5;kg;10;;;;0;"";;1h 4m
2026-02-10 16:51:06;"Afternoon Workout";"Triceps Pushdown (Cable - Straight Bar)";2;22.5;kg;6;;;;0;;;1h 4m
2026-02-10 16:51:06;"Afternoon Workout";"Triceps Pushdown (Cable - Straight Bar)";3;20.3;kg;2;;;;0;;;1h 4m
2026-02-10 16:51:06;"Afternoon Workout";"Triceps Pushdown (Cable - Straight Bar)";4;20.3;kg;4;;;;0;;;1h 4m
2026-02-10 16:51:06;"Afternoon Workout";"Preacher Curl (Barbell)";1;25;kg;8;;;;0;"";;1h 4m
2026-02-10 16:51:06;"Afternoon Workout";"Preacher Curl (Barbell)";2;25;kg;6;;;;0;;;1h 4m
2026-02-10 16:51:06;"Afternoon Workout";"Preacher Curl (Barbell)";3;25;kg;3;;;;0;;;1h 4m
2026-02-10 16:51:06;"Afternoon Workout";"Preacher Curl (Barbell)";4;25;kg;3;;;;0;;;1h 4m
2026-04-06 12:51:55;"Upper body";"Chest Press (Machine)";1;30;kg;12;;;;0;"";"";40m
2026-04-06 12:51:55;"Upper body";"Chest Press (Machine)";2;40;kg;12;;;;0;;;40m
2026-04-06 12:51:55;"Upper body";"Chest Press (Machine)";3;40;kg;10;;;;0;;;40m
2026-04-06 12:51:55;"Upper body";"Chest Press (Machine)";4;47.5;kg;10;;;;0;;;40m
2026-04-06 12:51:55;"Upper body";"Seated Row (Machine)";1;59;kg;10;;;;0;"Chest position 4 seat position 4";;40m
2026-04-06 12:51:55;"Upper body";"Seated Row (Machine)";2;52;kg;10;;;;0;;;40m
2026-04-06 12:51:55;"Upper body";"Seated Row (Machine)";3;52;kg;8;;;;0;;;40m
2026-04-06 12:51:55;"Upper body";"Lat Pulldown (Cable)";1;68.3;kg;10;;;;0;"";;40m
2026-04-06 12:51:55;"Upper body";"Lat Pulldown (Cable)";2;66;kg;7;;;;0;;;40m
2026-04-06 12:51:55;"Upper body";"Lat Pulldown (Cable)";3;61.3;kg;5;;;;0;;;40m
2026-04-06 12:51:55;"Upper body";"Lat Pulldown (Cable)";4;61.3;kg;6;;;;0;;;40m
2026-04-06 12:51:55;"Upper body";"Lateral Raise (Dumbbell)";1;7.5;kg;10;;;;0;"";;40m
